ID,Region,Annee,Saison,Temperature_C,Precipitations_mm,Humidite_pct,Amplitude_Thermique_C,Couverture_Forestiere_pct,Biodiversite_Shannon,Eau_Stagnante,Densite_Faune,Densite_Population,Urbanisation,Acces_Soins,Deforestation_pct,Fragmentation_Habitat,Cas_Humains,Prevalence_Animale_pct,Reservoirs_Animaux,Transmission,Agents_Sante_1000,Capacite_Laboratoire,Risque,Type_Ecosysteme,Groupe_Climatique
ECO_02531,REG_0109,2015,Hiver,19.8,1028,58,2.7,62.0,1.98,1,5,69,4,6,16.5,3,85,1.7,6,2,0.93,2,Faible,Forêt Dense,Subtropical
ECO_02532,REG_0132,2010,Printemps,26.4,372,80,21.5,14.9,0.74,1,8,442,3,5,30.6,5,75,8.0,3,5,4.13,5,Faible,Savane / Zone Agricole,Tropical
ECO_02533,REG_0138,2022,Automne,24.6,854,66,4.3,68.8,1.73,1,3,285,3,2,50.2,5,220,2.6,0,5,4.66,8,Faible,Forêt Secondaire,Subtropical
ECO_02534,REG_0037,2013,Printemps,17.4,1570,52,2.3,56.5,1.89,1,5,394,2,6,1.5,5,145,5.5,2,5,1.35,2,Faible,Forêt Dense,Tempéré
ECO_02535,REG_0032,2012,Été,40.0,187,57,15.8,41.9,1.56,0,5,125,5,3,10.1,7,120,10.2,3,3,7.79,2,Faible,Savane / Zone Agricole,Tropical
ECO_02536,REG_0009,2016,Hiver,10.1,242,72,25.0,14.4,3.18,0,5,504,5,7,17.3,5,355,9.7,4,3,2.6,5,Faible,Savane / Zone Agricole,Tempéré
ECO_02537,REG_0146,2015,Été,40.0,543,74,6.4,41.1,0.92,0,5,139,2,5,10.4,7,225,16.5,2,5,3.1,6,Modéré,Forêt Secondaire,Tropical
ECO_02538,REG_0032,2019,Automne,19.4,730,65,2.0,53.7,1.36,0,4,259,4,5,14.5,2,60,10.8,3,4,3.98,5,Faible,Forêt Secondaire,Subtropical
ECO_02539,REG_0011,2021,Hiver,12.5,1224,62,5.2,48.5,1.15,0,4,405,3,7,17.8,5,100,10.4,0,8,2.06,4,Faible,Forêt Secondaire,Tempéré
ECO_02540,REG_0050,2015,Hiver,18.2,1339,71,6.8,28.2,1.72,0,6,47,5,5,12.6,3,195,5.5,7,4,3.81,2,Faible,Savane / Zone Agricole,Subtropical
ECO_02541,REG_0093,2020,Hiver,26.7,545,52,2.6,35.9,1.09,0,3,80,5,5,6.4,6,180,12.0,4,3,0.19,2,Élevé,Forêt Secondaire,Tropical
ECO_02542,REG_0028,2016,Été,15.8,120,76,7.1,28.3,1.89,1,5,111,4,7,10.3,5,200,4.9,3,4,5.17,5,Faible,Savane / Zone Agricole,Tempéré
ECO_02543,REG_0061,2015,Hiver,16.5,887,95,2.0,38.3,0.66,0,7,194,3,3,36.7,2,145,6.2,0,7,5.0,5,Faible,Forêt Secondaire,Tempéré
ECO_02544,REG_0119,2011,Automne,29.4,354,53,3.0,9.5,1.82,0,5,332,3,5,22.9,6,165,4.7,3,6,6.02,6,Faible,Savane / Zone Agricole,Tropical
ECO_02545,REG_0020,2018,Été,33.1,753,83,2.3,14.0,4.0,0,4,283,7,2,25.5,2,310,16.8,5,5,0.7,6,Modéré,Savane / Zone Agricole,Tropical
ECO_02546,REG_0145,2019,Hiver,23.4,1070,80,5.7,10.6,1.21,0,6,122,2,5,1.3,6,145,4.9,5,4,0.53,3,Modéré,Savane / Zone Agricole,Subtropical
ECO_02547,REG_0014,2017,Printemps,19.2,873,65,4.8,60.0,2.6,0,6,359,5,3,3.5,3,105,6.2,5,7,3.88,4,Modéré,Forêt Secondaire,Subtropical
ECO_02548,REG_0089,2011,Été,11.3,314,44,2.3,60.6,1.05,0,6,393,4,6,15.7,3,215,6.2,5,3,3.25,6,Faible,Savane / Zone Agricole,Tempéré
ECO_02549,REG_0047,2013,Automne,13.4,1053,65,22.6,52.4,2.5,1,3,89,3,2,28.6,3,165,10.5,6,5,3.08,2,Modéré,Forêt Dense,Tempéré
ECO_02550,REG_0071,2015,Hiver,20.1,1147,65,18.4,28.9,1.77,0,4,87,6,5,9.3,6,90,5.1,3,10,4.04,2,Modéré,Savane / Zone Agricole,Subtropical
ECO_02551,REG_0017,2012,Automne,35.9,430,79,6.8,44.0,0.94,0,7,138,5,3,11.6,3,255,1.6,1,3,3.71,7,Faible,Savane / Zone Agricole,Tropical
ECO_02552,REG_0112,2011,Printemps,29.2,329,69,2.0,27.3,0.83,1,4,155,6,2,45.5,4,260,9.0,5,6,2.83,5,Modéré,Savane / Zone Agricole,Tropical
ECO_02553,REG_0129,2018,Printemps,18.2,819,63,4.4,17.1,4.0,1,2,322,4,7,17.2,8,120,3.0,3,5,8.38,6,Faible,Savane / Zone Agricole,Subtropical
ECO_02554,REG_0138,2010,Hiver,34.1,1028,91,16.5,15.5,0.82,1,8,652,2,6,26.1,10,350,1.0,3,5,2.94,7,Modéré,Savane / Zone Agricole,Tropical
ECO_02555,REG_0125,2020,Printemps,25.8,1297,57,13.6,68.8,2.2,0,5,64,8,5,34.1,6,300,8.5,4,7,0.79,4,Modéré,Forêt Dense,Tropical
ECO_02556,REG_0087,2017,Printemps,32.5,752,84,8.8,9.1,1.25,0,3,349,4,3,23.2,3,240,6.8,5,3,3.0,2,Modéré,Savane / Zone Agricole,Tropical
ECO_02557,REG_0010,2016,Printemps,9.4,1067,54,6.3,8.6,0.84,0,8,116,7,6,5.2,4,235,6.0,8,2,6.91,6,Faible,Savane / Zone Agricole,Tempéré
ECO_02558,REG_0009,2016,Hiver,26.3,575,71,10.0,42.9,0.71,0,4,102,5,7,3.9,6,145,3.0,3,7,1.74,4,Faible,Forêt Secondaire,Tropical
ECO_02559,REG_0053,2021,Hiver,14.3,2545,33,8.1,56.7,4.0,0,4,41,6,8,4.0,5,290,5.8,4,3,2.83,1,Modéré,Forêt Dense,Tempéré
ECO_02560,REG_0072,2016,Été,31.5,407,77,19.8,65.2,1.68,0,3,252,5,3,12.0,2,235,3.6,6,6,3.78,5,Modéré,Savane / Zone Agricole,Tropical
ECO_02561,REG_0132,2023,Hiver,8.8,2922,33,2.0,31.6,2.8,0,4,693,3,8,11.9,8,145,8.1,3,10,0.23,8,Élevé,Forêt Secondaire,Tempéré
ECO_02562,REG_0107,2023,Été,38.1,428,30,12.3,40.0,2.17,1,6,201,4,4,24.5,2,100,6.5,0,6,3.96,5,Faible,Savane / Zone Agricole,Tropical
ECO_02563,REG_0059,2020,Automne,26.0,1912,45,6.9,10.0,2.53,0,5,475,3,7,23.9,4,235,4.1,4,4,0.26,5,Modéré,Savane / Zone Agricole,Tropical
ECO_02564,REG_0039,2021,Automne,32.4,321,62,6.6,66.2,0.99,0,6,57,5,6,12.1,8,250,4.9,3,4,1.31,6,Faible,Savane / Zone Agricole,Tropical
ECO_02565,REG_0111,2013,Hiver,22.1,649,66,4.1,14.8,1.74,1,4,419,2,6,10.9,3,200,6.9,4,4,2.96,5,Faible,Savane / Zone Agricole,Subtropical
ECO_02566,REG_0023,2024,Été,32.7,344,89,6.0,53.6,1.48,1,6,365,5,6,18.8,6,150,2.7,2,5,4.28,7,Modéré,Savane / Zone Agricole,Tropical
ECO_02567,REG_0094,2022,Printemps,21.0,170,35,10.0,8.6,0.86,0,3,359,5,5,15.4,4,265,6.4,5,7,1.46,7,Faible,Savane / Zone Agricole,Subtropical
ECO_02568,REG_0051,2023,Été,20.9,369,62,12.3,19.4,1.26,0,3,91,4,2,28.6,8,290,8.1,4,5,1.85,5,Faible,Savane / Zone Agricole,Subtropical
ECO_02569,REG_0007,2018,Printemps,36.3,651,80,11.7,46.8,2.47,0,3,492,1,3,16.9,4,215,18.6,3,5,0.89,3,Faible,Forêt Secondaire,Tropical
ECO_02570,REG_0074,2012,Automne,34.7,326,73,5.2,29.9,0.61,1,3,578,4,10,4.2,3,145,5.3,4,7,2.33,4,Modéré,Savane / Zone Agricole,Tropical
ECO_02571,REG_0040,2024,Automne,23.0,1385,71,4.7,49.0,1.89,0,3,210,6,4,35.7,4,55,22.3,2,2,3.11,3,Faible,Forêt Secondaire,Subtropical
ECO_02572,REG_0037,2014,Été,19.0,1561,48,6.2,22.5,3.47,1,5,215,5,6,5.5,4,410,6.0,3,1,1.0,4,Faible,Savane / Zone Agricole,Subtropical
ECO_02573,REG_0016,2020,Automne,19.3,1424,66,4.3,39.3,2.34,1,3,82,3,10,11.7,4,185,21.5,4,2,2.47,3,Modéré,Forêt Secondaire,Subtropical
ECO_02574,REG_0010,2019,Hiver,27.6,996,65,9.5,14.4,1.74,0,2,174,4,3,2.8,4,175,15.4,2,9,1.55,6,Faible,Savane / Zone Agricole,Tropical
ECO_02575,REG_0122,2019,Hiver,20.8,246,46,6.4,48.3,3.88,1,6,97,5,10,1.1,3,220,9.7,3,4,0.3,4,Faible,Savane / Zone Agricole,Subtropical
ECO_02576,REG_0021,2016,Hiver,26.3,598,67,3.3,30.1,0.82,0,7,925,3,7,18.3,8,125,9.2,5,5,0.96,4,Modéré,Forêt Secondaire,Tropical
ECO_02577,REG_0145,2018,Printemps,17.2,600,70,4.8,28.5,2.31,0,4,223,2,3,14.7,9,180,10.4,0,3,3.45,5,Faible,Savane / Zone Agricole,Tempéré
ECO_02578,REG_0106,2016,Printemps,29.4,436,55,11.4,12.6,1.17,0,3,960,6,2,18.2,3,180,12.0,3,5,3.04,5,Faible,Savane / Zone Agricole,Tropical
ECO_02579,REG_0041,2022,Hiver,30.4,503,81,5.6,30.5,1.5,0,8,354,4,5,14.9,4,280,12.8,3,2,3.07,6,Faible,Forêt Secondaire,Tropical
ECO_02580,REG_0087,2016,Hiver,18.9,1313,66,16.6,19.9,1.46,1,4,65,5,6,14.5,4,310,18.8,5,7,3.68,10,Faible,Savane / Zone Agricole,Subtropical
ECO_02581,REG_0104,2012,Hiver,31.4,1222,71,12.4,28.7,1.27,0,3,311,5,6,16.2,6,160,2.0,2,6,2.57,3,Faible,Savane / Zone Agricole,Tropical
ECO_02582,REG_0107,2012,Hiver,14.7,481,37,12.0,48.3,3.04,0,6,2,6,6,4.4,3,255,24.8,3,4,3.06,4,Faible,Savane / Zone Agricole,Tempéré
ECO_02583,REG_0010,2010,Hiver,21.2,661,30,2.0,40.4,0.9,0,6,342,5,4,39.6,4,205,1.7,3,10,0.5,5,Faible,Forêt Secondaire,Subtropical
ECO_02584,REG_0069,2022,Printemps,17.6,678,66,4.5,55.4,2.61,0,5,987,2,6,27.8,3,145,4.3,6,3,3.05,4,Modéré,Forêt Secondaire,Tempéré
ECO_02585,REG_0037,2022,Printemps,35.7,2254,64,13.1,14.4,1.86,0,4,104,3,4,11.3,5,155,3.9,3,5,2.29,5,Faible,Savane / Zone Agricole,Tropical
ECO_02586,REG_0035,2016,Été,27.4,791,61,12.1,36.2,2.12,0,7,231,3,4,9.5,6,320,13.5,5,4,6.93,5,Faible,Forêt Secondaire,Tropical
ECO_02587,REG_0128,2019,Hiver,34.5,1047,65,2.0,20.0,2.35,0,6,273,2,2,4.1,1,160,6.5,2,7,4.09,3,Faible,Savane / Zone Agricole,Tropical
ECO_02588,REG_0057,2019,Printemps,32.9,121,44,5.9,51.0,4.0,0,5,114,2,3,26.8,2,190,8.0,1,5,0.88,4,Faible,Savane / Zone Agricole,Tropical
ECO_02589,REG_0127,2021,Printemps,32.4,1308,70,21.3,61.2,1.05,0,4,275,1,2,2.1,2,390,8.2,2,8,0.36,3,Faible,Forêt Dense,Tropical
ECO_02590,REG_0108,2017,Printemps,22.7,290,37,9.4,58.7,1.47,0,3,199,3,6,3.5,2,270,8.1,3,4,7.3,5,Faible,Savane / Zone Agricole,Subtropical
ECO_02591,REG_0024,2024,Automne,12.9,1271,67,9.3,11.5,3.49,1,7,244,7,6,36.4,7,205,3.7,4,4,1.39,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_02592,REG_0119,2014,Printemps,32.2,463,55,2.6,83.7,2.08,0,3,20,3,5,17.9,9,380,1.5,2,6,3.5,4,Faible,Savane / Zone Agricole,Tropical
ECO_02593,REG_0147,2023,Automne,6.6,538,64,10.1,36.4,2.16,0,5,674,4,4,16.4,3,255,14.5,3,10,1.12,5,Faible,Forêt Secondaire,Tempéré
ECO_02594,REG_0007,2021,Hiver,24.0,587,70,2.6,66.3,4.0,0,6,683,5,6,14.6,5,305,1.3,2,8,1.29,1,Modéré,Forêt Secondaire,Subtropical
ECO_02595,REG_0111,2020,Hiver,19.9,228,72,25.0,9.7,1.92,1,5,403,4,2,30.6,5,115,12.3,1,4,0.68,4,Faible,Savane / Zone Agricole,Subtropical
ECO_02596,REG_0031,2011,Hiver,19.1,208,84,14.9,64.1,0.86,0,5,115,8,3,6.4,3,195,1.7,2,2,1.17,5,Faible,Savane / Zone Agricole,Subtropical
ECO_02597,REG_0118,2018,Hiver,5.7,560,68,4.0,31.7,2.71,1,6,104,2,4,43.9,4,230,8.9,4,7,2.05,6,Modéré,Forêt Secondaire,Tempéré
ECO_02598,REG_0142,2024,Automne,33.2,1055,75,12.9,26.1,4.0,0,5,86,4,2,7.5,6,225,8.1,2,5,2.86,6,Faible,Savane / Zone Agricole,Tropical
ECO_02599,REG_0138,2017,Hiver,3.2,1149,78,8.4,23.7,0.98,1,5,227,7,5,46.0,4,175,3.4,3,3,4.31,5,Faible,Savane / Zone Agricole,Tempéré
ECO_02600,REG_0075,2012,Printemps,38.5,1803,54,3.9,48.2,2.15,0,6,55,3,6,19.9,7,215,5.7,3,7,0.78,3,Modéré,Forêt Secondaire,Tropical
ECO_02601,REG_0075,2011,Printemps,19.8,659,61,4.8,51.2,4.0,1,5,214,3,4,20.6,5,80,6.7,4,3,3.08,8,Faible,Forêt Secondaire,Subtropical
ECO_02602,REG_0137,2015,Automne,29.0,339,66,5.1,58.4,1.06,0,9,455,1,5,17.7,5,370,3.2,1,4,1.35,8,Faible,Savane / Zone Agricole,Tropical
ECO_02603,REG_0027,2016,Hiver,14.9,774,78,7.7,44.1,1.65,1,7,275,4,8,12.8,5,225,7.7,3,3,3.28,10,Faible,Forêt Secondaire,Tempéré
ECO_02604,REG_0002,2011,Automne,21.8,392,81,6.9,51.0,0.91,0,3,684,3,9,13.3,5,275,10.1,4,4,3.92,3,Faible,Savane / Zone Agricole,Subtropical
ECO_02605,REG_0144,2022,Printemps,13.2,199,84,4.1,34.3,1.98,0,5,183,3,6,1.9,8,190,6.9,3,7,1.08,6,Faible,Savane / Zone Agricole,Tempéré
ECO_02606,REG_0025,2013,Hiver,24.8,1437,68,14.6,28.0,0.98,0,3,157,7,4,6.7,5,330,5.5,1,7,3.5,5,Faible,Savane / Zone Agricole,Subtropical
ECO_02607,REG_0071,2017,Hiver,22.2,1654,63,9.8,12.4,1.26,1,8,369,7,6,34.9,4,205,7.1,1,6,1.42,7,Modéré,Savane / Zone Agricole,Subtropical
ECO_02608,REG_0135,2018,Été,37.8,316,62,8.6,29.7,3.86,1,2,67,3,4,16.8,3,220,11.8,4,5,3.17,4,Faible,Savane / Zone Agricole,Tropical
ECO_02609,REG_0024,2024,Automne,26.8,1001,35,12.7,70.5,1.48,0,5,31,1,6,25.4,5,240,14.6,4,6,4.26,5,Faible,Forêt Dense,Tropical
ECO_02610,REG_0092,2018,Automne,12.5,1238,48,10.7,43.1,1.32,1,3,148,5,3,6.2,4,200,4.4,4,6,2.25,3,Faible,Forêt Secondaire,Tempéré
ECO_02611,REG_0146,2012,Hiver,19.9,734,73,3.2,17.4,0.84,0,4,149,5,2,23.3,2,310,12.3,6,5,2.65,6,Faible,Savane / Zone Agricole,Subtropical
ECO_02612,REG_0030,2016,Automne,16.4,1054,66,25.0,47.0,3.26,0,6,458,1,2,4.0,4,55,9.9,0,4,2.98,7,Faible,Forêt Secondaire,Tempéré
ECO_02613,REG_0043,2013,Printemps,13.2,74,69,9.2,38.4,2.13,0,5,425,5,4,36.1,4,220,7.8,3,2,0.68,8,Faible,Savane / Zone Agricole,Tempéré
ECO_02614,REG_0063,2011,Printemps,19.0,586,66,12.2,47.7,3.24,1,5,248,3,6,29.0,6,85,5.6,2,2,7.31,6,Faible,Forêt Secondaire,Subtropical
ECO_02615,REG_0055,2019,Été,21.3,323,46,6.8,61.9,4.0,0,3,373,3,7,1.9,5,285,10.7,2,7,5.17,5,Faible,Savane / Zone Agricole,Subtropical
ECO_02616,REG_0078,2010,Hiver,27.2,699,65,7.1,30.8,1.67,0,5,1024,2,6,5.5,8,55,11.9,2,2,2.55,1,Faible,Forêt Secondaire,Tropical
ECO_02617,REG_0125,2019,Automne,40.0,289,95,3.5,18.3,2.41,1,3,108,1,4,21.7,5,500,8.3,3,4,3.28,6,Faible,Savane / Zone Agricole,Tropical
ECO_02618,REG_0093,2015,Été,35.7,622,91,7.9,14.6,2.01,1,7,778,4,8,16.6,4,190,6.9,6,9,1.0,3,Modéré,Savane / Zone Agricole,Tropical
ECO_02619,REG_0149,2019,Hiver,27.0,417,72,2.0,16.5,4.0,0,4,239,4,1,16.5,6,265,7.9,3,3,0.41,4,Faible,Savane / Zone Agricole,Tropical
ECO_02620,REG_0107,2018,Automne,28.7,976,60,3.2,19.0,0.71,0,5,22,5,1,7.8,7,130,10.9,4,5,2.01,2,Modéré,Savane / Zone Agricole,Tropical
ECO_02621,REG_0046,2020,Printemps,25.7,1577,62,12.0,27.6,3.37,0,6,334,3,5,12.9,6,355,4.5,2,6,1.59,4,Modéré,Savane / Zone Agricole,Tropical
ECO_02622,REG_0118,2010,Hiver,21.9,358,51,11.1,18.4,2.54,0,10,93,5,6,36.2,1,300,8.0,1,5,0.78,4,Faible,Savane / Zone Agricole,Subtropical
ECO_02623,REG_0092,2020,Été,35.6,754,75,9.7,19.5,2.79,0,4,290,5,4,9.7,7,320,3.0,3,9,2.38,5,Faible,Savane / Zone Agricole,Tropical
ECO_02624,REG_0120,2015,Automne,11.2,496,53,15.6,58.5,2.55,1,4,261,6,4,33.5,6,160,7.8,5,6,7.23,6,Modéré,Savane / Zone Agricole,Tempéré
ECO_02625,REG_0048,2023,Automne,28.7,1004,70,6.2,40.0,1.53,0,5,701,2,5,8.8,6,270,11.9,2,3,0.98,4,Faible,Forêt Secondaire,Tropical
ECO_02626,REG_0093,2017,Printemps,40.0,951,54,8.2,19.1,2.06,0,9,141,7,3,22.0,6,145,24.9,4,4,3.96,9,Modéré,Savane / Zone Agricole,Tropical
ECO_02627,REG_0140,2010,Hiver,19.6,247,57,6.4,27.2,2.24,1,3,452,2,5,9.2,3,320,4.0,1,5,1.07,5,Faible,Savane / Zone Agricole,Subtropical
ECO_02628,REG_0021,2010,Automne,13.5,263,56,2.0,58.8,2.01,1,7,60,6,4,12.8,6,215,5.0,4,5,4.21,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_02629,REG_0092,2012,Printemps,18.3,697,74,19.1,32.9,1.31,0,1,169,2,4,25.1,2,500,3.7,0,5,3.79,2,Faible,Forêt Secondaire,Subtropical
ECO_02630,REG_0093,2023,Automne,27.4,1114,46,2.9,31.0,3.0,0,5,129,5,6,34.0,6,225,8.9,2,3,3.02,4,Faible,Forêt Secondaire,Tropical
ECO_02631,REG_0077,2024,Printemps,11.4,401,59,2.0,41.2,1.75,0,9,23,7,6,19.0,2,120,2.7,2,2,2.09,7,Faible,Savane / Zone Agricole,Tempéré
ECO_02632,REG_0025,2023,Printemps,3.5,436,71,11.0,7.3,0.91,0,2,26,3,4,6.6,8,220,6.0,1,2,2.47,3,Faible,Savane / Zone Agricole,Tempéré
ECO_02633,REG_0055,2021,Été,14.4,549,82,4.6,28.3,1.63,1,7,189,2,7,6.5,6,340,7.5,4,5,3.79,5,Faible,Savane / Zone Agricole,Tempéré
ECO_02634,REG_0127,2012,Été,-2.5,134,69,8.2,9.0,1.25,0,7,310,2,8,33.4,8,285,10.8,2,5,2.74,9,Faible,Savane / Zone Agricole,Tempéré
ECO_02635,REG_0075,2010,Hiver,3.7,258,56,25.0,55.7,1.51,0,6,219,4,5,4.8,6,40,10.7,1,3,4.2,4,Faible,Savane / Zone Agricole,Tempéré
ECO_02636,REG_0060,2023,Automne,31.1,564,71,17.5,34.3,1.14,1,5,111,2,8,18.7,2,175,6.6,3,6,5.34,2,Modéré,Forêt Secondaire,Tropical
ECO_02637,REG_0109,2011,Automne,13.9,372,33,14.1,20.1,3.78,0,4,612,3,4,30.8,10,180,12.6,2,7,0.88,4,Modéré,Savane / Zone Agricole,Tempéré
ECO_02638,REG_0008,2018,Printemps,29.6,1352,59,4.3,31.9,2.74,0,5,148,7,3,46.7,8,325,1.3,5,4,0.82,7,Élevé,Forêt Secondaire,Tropical
ECO_02639,REG_0035,2013,Printemps,20.6,971,71,16.8,10.4,1.44,1,2,158,5,4,16.6,8,330,6.2,4,7,1.28,4,Modéré,Savane / Zone Agricole,Subtropical
ECO_02640,REG_0035,2022,Automne,19.7,1066,52,2.0,55.4,1.15,0,6,607,6,6,37.7,8,140,10.8,6,5,2.46,9,Modéré,Forêt Dense,Subtropical
ECO_02641,REG_0105,2019,Printemps,21.7,1460,88,12.3,34.5,1.88,0,6,48,4,9,7.7,5,300,11.2,2,5,1.21,4,Faible,Forêt Secondaire,Subtropical
ECO_02642,REG_0122,2023,Été,6.4,3000,68,10.9,8.0,2.28,1,9,723,1,5,7.9,5,145,14.8,5,3,1.91,6,Modéré,Savane / Zone Agricole,Tempéré
ECO_02643,REG_0136,2011,Printemps,20.6,956,37,4.2,47.2,1.94,1,4,230,4,6,22.8,5,400,3.7,5,6,1.64,4,Modéré,Forêt Secondaire,Subtropical
ECO_02644,REG_0128,2014,Été,14.4,579,59,8.1,5.7,0.86,0,5,34,2,7,28.8,8,55,7.2,2,7,4.12,3,Faible,Savane / Zone Agricole,Tempéré
ECO_02645,REG_0135,2016,Été,29.9,338,66,7.5,5.3,2.92,0,4,141,4,6,3.7,4,105,2.7,5,4,2.06,9,Faible,Savane / Zone Agricole,Tropical
ECO_02646,REG_0146,2019,Hiver,20.7,595,62,2.0,10.4,1.79,1,4,129,4,6,12.3,6,335,11.8,3,3,1.76,1,Faible,Savane / Zone Agricole,Subtropical
ECO_02647,REG_0047,2014,Automne,12.0,963,85,5.8,61.9,3.32,1,6,120,4,4,11.2,4,285,8.1,2,5,1.25,3,Modéré,Forêt Secondaire,Tempéré
ECO_02648,REG_0022,2021,Printemps,38.4,473,39,3.7,25.5,3.33,1,8,446,4,7,5.4,9,180,0.8,2,1,2.48,5,Faible,Savane / Zone Agricole,Tropical
ECO_02649,REG_0098,2015,Printemps,20.8,861,72,5.2,12.4,1.52,1,4,119,3,10,15.4,10,320,11.6,4,7,3.81,4,Modéré,Savane / Zone Agricole,Subtropical
ECO_02650,REG_0043,2018,Printemps,11.0,970,63,13.1,33.7,2.56,1,4,154,3,7,5.0,2,215,0.7,6,6,3.39,3,Faible,Forêt Secondaire,Tempéré
ECO_02651,REG_0047,2012,Printemps,7.5,173,42,2.0,25.0,1.25,1,3,200,1,4,11.9,2,275,17.4,4,4,6.89,3,Faible,Savane / Zone Agricole,Tempéré
ECO_02652,REG_0109,2018,Printemps,37.9,695,35,3.1,39.1,1.21,0,6,377,3,5,6.6,4,230,6.1,3,4,2.42,5,Faible,Forêt Secondaire,Tropical
ECO_02653,REG_0064,2016,Printemps,27.2,1131,83,20.7,23.3,1.34,0,3,537,6,2,10.4,4,190,4.6,2,4,3.52,3,Faible,Savane / Zone Agricole,Tropical
ECO_02654,REG_0109,2019,Automne,10.4,304,63,9.0,32.8,4.0,0,5,255,5,3,28.6,4,305,3.9,3,6,1.09,9,Modéré,Savane / Zone Agricole,Tempéré
ECO_02655,REG_0127,2017,Automne,24.5,1057,60,7.7,42.9,2.05,0,6,81,4,5,17.2,2,280,2.4,3,8,1.63,2,Faible,Forêt Secondaire,Subtropical
ECO_02656,REG_0149,2022,Printemps,12.7,752,95,10.4,16.9,1.96,1,5,34,4,5,15.0,4,170,9.9,3,6,5.76,3,Faible,Savane / Zone Agricole,Tempéré
ECO_02657,REG_0042,2012,Automne,16.7,849,48,8.0,33.8,1.46,0,6,97,2,4,13.4,5,280,7.2,4,3,2.0,3,Faible,Forêt Secondaire,Tempéré
ECO_02658,REG_0081,2013,Printemps,17.8,569,57,6.1,9.1,2.01,0,1,87,5,5,6.9,2,145,14.7,2,8,5.7,10,Faible,Savane / Zone Agricole,Tempéré
ECO_02659,REG_0081,2015,Automne,28.6,433,63,9.1,27.0,1.89,1,5,393,4,2,6.6,7,220,3.5,3,8,4.29,6,Faible,Savane / Zone Agricole,Tropical
ECO_02660,REG_0017,2010,Été,20.6,1480,71,3.9,52.7,2.72,1,7,168,4,3,3.4,4,435,12.4,2,5,2.26,4,Faible,Forêt Dense,Subtropical
ECO_02661,REG_0051,2014,Automne,33.5,870,44,5.2,58.9,1.36,0,5,120,5,4,8.9,7,240,9.1,1,5,2.77,1,Faible,Forêt Secondaire,Tropical
ECO_02662,REG_0127,2014,Été,6.9,1172,94,8.3,39.8,1.02,0,8,872,4,2,24.0,4,295,7.7,1,3,1.85,5,Faible,Forêt Secondaire,Tempéré
ECO_02663,REG_0059,2020,Automne,15.5,246,70,6.1,30.8,0.68,0,6,148,4,6,26.1,9,440,13.3,2,4,3.36,6,Faible,Savane / Zone Agricole,Tempéré
ECO_02664,REG_0011,2018,Automne,32.7,1083,58,2.7,37.6,2.41,0,5,65,3,8,17.1,6,245,12.7,3,10,1.37,5,Élevé,Forêt Secondaire,Tropical
ECO_02665,REG_0142,2010,Printemps,14.3,638,65,10.3,25.9,0.76,1,10,39,6,4,11.8,2,185,8.2,4,5,0.35,2,Faible,Savane / Zone Agricole,Tempéré
ECO_02666,REG_0085,2023,Été,27.3,182,78,9.2,9.4,0.93,1,1,453,5,8,1.8,10,125,7.6,5,3,4.68,4,Modéré,Savane / Zone Agricole,Tropical
ECO_02667,REG_0022,2014,Été,12.1,2087,68,6.2,31.3,2.15,0,8,278,2,2,9.0,6,205,4.8,2,6,2.0,3,Faible,Forêt Secondaire,Tempéré
ECO_02668,REG_0127,2012,Été,14.0,517,85,18.5,75.0,1.01,0,3,183,2,7,23.5,3,345,7.3,2,4,6.55,8,Faible,Forêt Secondaire,Tempéré
ECO_02669,REG_0122,2011,Automne,24.2,846,54,22.4,11.5,1.79,0,8,247,4,6,10.1,8,390,1.5,1,6,2.49,5,Faible,Savane / Zone Agricole,Subtropical
ECO_02670,REG_0131,2024,Hiver,15.9,728,61,13.4,30.7,1.59,0,10,205,2,2,6.5,3,225,3.5,6,4,0.44,5,Faible,Forêt Secondaire,Tempéré
ECO_02671,REG_0144,2020,Automne,28.9,439,62,7.3,23.8,1.61,0,4,286,3,7,27.8,8,155,15.4,3,3,0.6,8,Faible,Savane / Zone Agricole,Tropical
ECO_02672,REG_0096,2023,Été,37.9,1572,76,12.4,60.6,3.04,0,3,418,5,5,8.8,3,340,16.3,4,2,0.57,7,Modéré,Forêt Dense,Tropical
ECO_02673,REG_0086,2013,Printemps,12.5,1638,63,8.7,19.6,2.33,0,5,869,6,3,2.0,6,500,15.6,5,3,1.54,5,Modéré,Savane / Zone Agricole,Tempéré
ECO_02674,REG_0038,2023,Été,9.9,638,95,8.0,49.1,1.52,0,3,548,5,6,4.0,4,150,3.1,3,5,3.88,4,Faible,Forêt Secondaire,Tempéré
ECO_02675,REG_0106,2022,Hiver,36.6,1157,83,3.9,6.1,2.1,0,5,316,10,4,34.3,3,125,1.4,2,4,0.66,3,Élevé,Savane / Zone Agricole,Tropical
ECO_02676,REG_0134,2016,Printemps,28.8,1964,56,4.9,11.0,2.58,0,3,205,3,2,22.8,6,195,11.6,2,3,2.85,2,Faible,Savane / Zone Agricole,Tropical
